0.381487214,0.8995
0.295912736,0.921999997
0.241119326,0.940500008
0.202621573,0.949500009
0.170966489,0.957750005
0.143348909,0.968500008
0.119539207,0.978000009
0.105210441,0.98125001
0.091232973,0.984000006
0.074369369,0.989250009
0.062415811,0.992500007
0.052891806,0.994750005
0.042942928,0.996750003
0.035731007,0.998500001
0.030630501,0.999000001
0.025434379,0.9995
0.021701009,0.99975
0.01881371,1
0.016266446,1
0.014278345,1
0.786425366,0.828500001
0.566338416,0.855999999
0.490626027,0.875249998
0.443964075,0.8855
0.409457646,0.892999999
0.381566425,0.901000004
0.355909258,0.904000005
0.330860969,0.911000006
0.315175835,0.916500004
0.296884867,0.919250003
0.281648991,0.928000002
0.260272164,0.932999997
0.242776267,0.936249998
0.228294017,0.940999998
0.216729481,0.943999997
0.203863344,0.947500002
0.187759742,0.953249998
0.179148035,0.955
0.174637825,0.95825
0.161621125,0.960750003
0.974675667,0.723500001
0.726147421,0.77325
0.644846088,0.790749997
0.588245673,0.806250001
0.549807332,0.821999998
0.525539957,0.827999999
0.500278482,0.833249997
0.479417831,0.842749998
0.458939765,0.847999996
0.441384526,0.852499995
0.416766672,0.864749999
0.407879777,0.865500002
0.390810826,0.872500004
0.365830289,0.883000006
0.353826492,0.888500005
0.3429012,0.891000001
0.33098294,0.895250002
0.319204004,0.897250004
0.30835398,0.905750002
0.299978124,0.906500003
1.145538399,0.631
0.883654919,0.683249997
0.773909724,0.712000002
0.710831966,0.731750003
0.673797055,0.740749998
0.648846199,0.753250003
0.614709967,0.764749995
0.589690873,0.777749997
0.563957383,0.785999995
0.543629223,0.789999996
0.530261564,0.796000001
0.511040062,0.806
0.502907918,0.814750001
0.488647954,0.815499997
0.47333991,0.824749996
0.461753798,0.833499999
0.449991971,0.837000002
0.431848609,0.845000003
0.423277457,0.847500004
0.413890848,0.85325
1.062472729,0.566750003
0.865876912,0.609499997
0.785854271,0.640500002
0.744212364,0.661000001
0.70630676,0.680250001
0.68105347,0.690749995
0.655763599,0.700000001
0.633667545,0.711750001
0.621227803,0.718499999
0.602972522,0.724500003
0.584700114,0.732500002
0.567382584,0.74225
0.556939537,0.754999995
0.542164169,0.755499999
0.528741878,0.764750001
0.515120451,0.769749999
0.504471441,0.779249996
0.496993903,0.791750002
0.493841182,0.79425
0.474275665,0.802749996
1.104054531,0.524499995
0.917039721,0.570999998
0.83619626,0.605250004
0.788697942,0.626000002
0.757211736,0.640500003
0.72998421,0.656749998
0.706634174,0.667500006
0.686120594,0.677000007
0.669848405,0.683500004
0.65397189,0.690750003
0.63587486,0.705250001
0.622307454,0.713
0.610023099,0.722499996
0.599227764,0.730499998
0.585041381,0.7395
0.575671431,0.741750002
0.563180731,0.753250001
0.548745058,0.761750001
0.538412236,0.768249997
0.524790152,0.779999997
1.102794452,0.475249997
0.951935628,0.515999994
0.869642101,0.552499993
0.822113915,0.579749998
0.791121471,0.603250003
0.756501876,0.617749999
0.734609464,0.634250003
0.714438568,0.648999998
0.699186274,0.65775
0.68305593,0.669250005
0.668898828,0.681500001
0.654838482,0.691000001
0.64234627,0.697000001
0.630039574,0.708250003
0.617206718,0.714500003
0.606061244,0.724000002
0.592623836,0.727500004
0.580375029,0.734249999
0.571001642,0.741000003
0.558166228,0.749999999
1.088603528,0.476999997
0.934180357,0.51675
0.869423862,0.539499999
0.816961305,0.565250003
0.77894859,0.583999999
0.750797229,0.607249997
0.727997415,0.626250003
0.706470867,0.636000003
0.68972275,0.646749999
0.672684437,0.661499999
0.655148347,0.67525
0.642313698,0.688249999
0.628029859,0.697499999
0.61579514,0.7035
0.601504017,0.711500002
0.591302177,0.724500005
0.57978775,0.732000005
0.567991056,0.735250004
0.558409221,0.743250005
0.544482992,0.752500001
1.079937539,0.4755
0.917705993,0.526249999
0.844045573,0.55975
0.792082985,0.587249999
0.755104719,0.608750004
0.728694864,0.620750003
0.707043806,0.637750001
0.688673829,0.651000008
0.674673061,0.659
0.659741789,0.671250004
0.646535525,0.683750001
0.634766386,0.68875
0.621925907,0.697750005
0.611450654,0.705500005
0.601597403,0.714000005
0.589192162,0.719750002
0.578379515,0.726999997
0.569819194,0.734999999
0.560715725,0.743000002
0.552808905,0.745000002
1.036509186,0.531249997
0.90040857,0.567249996
0.831148651,0.594749998
0.789088315,0.609750001
0.763283172,0.624250001
0.736349763,0.638999994
0.717642239,0.650499995
0.699141599,0.666500004
0.681137422,0.679250002
0.66375086,0.691500001
0.650386943,0.698750007
0.635629861,0.707500006
0.62353306,0.71275
0.612422553,0.718249997
0.601262084,0.724250001
0.589685719,0.732250005
0.580804411,0.740000002
0.570385484,0.746500003
0.560668018,0.750000003
0.550752888,0.755249998
0.960739581,0.589750001
0.831915504,0.627249998
0.758085452,0.655249999
0.720992793,0.670000002
0.687402041,0.684750004
0.663598469,0.694249998
0.641260952,0.706750004
0.621679638,0.717999998
0.605749439,0.726000001
0.590761258,0.733000001
0.577659489,0.741000003
0.564934883,0.747750002
0.554253417,0.754000005
0.543232024,0.758000006
0.531900069,0.764749999
0.522886108,0.768999994
0.512767703,0.773499994
0.505292191,0.77925
0.49592732,0.783999997
0.487333559,0.788249998
0.883456175,0.672249998
0.751452306,0.716
0.684778424,0.731250006
0.643460038,0.744000003
0.613288125,0.751250006
0.591411047,0.757500003
0.572744216,0.762750004
0.554892249,0.765000001
0.542782907,0.772
0.527097692,0.775999999
0.515794814,0.780499999
0.505027848,0.788749993
0.494448724,0.797499996
0.483328769,0.802499998
0.473334238,0.806499994
0.464676002,0.807749999
0.453721181,0.813499998
0.443351483,0.817749998
0.433772125,0.824499995
0.424906113,0.830499998
0.76019093,0.752249999
0.629541437,0.7955
0.566612531,0.813499998
0.531513818,0.822499998
0.501838566,0.830250001
0.479915819,0.838499999
0.462484617,0.842749998
0.447649325,0.846749997
0.432643895,0.851999995
0.420046853,0.856750001
0.406930616,0.859999999
0.395099467,0.86225
0.385976241,0.864249998
0.377050613,0.868749996
0.367360669,0.871499997
0.357962314,0.875499995
0.349408607,0.878249998
0.341188618,0.881499997
0.333992825,0.884250002
0.32494278,0.88725
0.598822316,0.830249999
0.484676627,0.862749997
0.427928362,0.875749999
0.390007236,0.886250003
0.364667891,0.894750004
0.345913227,0.899499999
0.32888265,0.90625
0.315230066,0.910250002
0.302136654,0.914250003
0.291399521,0.918000004
0.281940133,0.919750005
0.271881872,0.921500003
0.264409443,0.924000002
0.255087964,0.92475
0.247291076,0.92675
0.240044184,0.927499998
0.233273981,0.930249999
0.227135436,0.931249999
0.220814848,0.932749999
0.215692465,0.934749998
0.243371436,0.934000005
0.158590346,0.956250001
0.11412123,0.968750007
0.090506446,0.979250005
0.073963493,0.984250009
0.063100911,0.988000008
0.054604708,0.990500008
0.048521748,0.991500007
0.043406662,0.992750007
0.038945646,0.993750006
0.035105441,0.995250005
0.031758912,0.996000004
0.028945936,0.997500002
0.026553945,0.997750002
0.024551316,0.998250002
0.022686654,0.998500001
0.021151453,0.999250001
0.019773346,0.9995
0.018526484,0.9995
0.01739381,0.9995
